Nome da UC,Esfera Administrativa,Sigla Orgão Gestor,Situação,Categorias de Manejo,Código CNUC
ÁREA DE PROTEÇÃO AMBIENTAL DE NOVA ERA,Municipal,PMNE,Ativo,Área de Proteção Ambiental,4470.31.1522
PARQUE ESTADUAL DO JOÃO LEITE,Estadual,SEMARH,Ativo,Parque,0000.52.3030
PARQUE NATURAL MUNICIPAL DO MORRO DA CRUZ,Municipal,PMF,Ativo,Parque,0540.42.3029
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO MACUCO,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2355
RESERVA BIOLÓGICA DO CÓRREGO DO VEADO,Federal,ICMBio,Ativo,Reserva Biológica,0000.00.0204
PARQUE NATURAL MUNICIPAL DA MATA ATLÂNTICA ALDEENSE,Municipal,SALPS,Ativo,Parque,0520.33.3027
RESERVA BIOLÓGICA DO CÓRREGO GRANDE,Federal,ICMBio,Ativo,Reserva Biológica,0000.00.0205
AREA DE PROTEÇÃO AMBIENTAL POSSE/GUARITA,Municipal,SEMAM,Ativo,Área de Proteção Ambiental,0350.33.2749
PARQUE NATURAL MUNICIPAL DE NAVEGANTES,Municipal,FUMAN,Ativo,Parque,1130.42.2359
AREA DE PROTECAO AMBIENTAL CORREGO DA MATA,Municipal,PMSMI,Ativo,Área de Proteção Ambiental,5800.31.3026
PARQUE ESTADUAL RIO CORRENTE,Estadual,IEF,Ativo,Parque,0000.31.0409
PARQUE ESTADUAL SETE SALÕES,Estadual,IEF,Ativo,Parque,0000.31.0403
RESERVA EXTRATIVISTA LAGO DO CUNIÃ,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.0233
ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA BOLÍVIA,Municipal,SMA,Ativo,Área de Proteção Ambiental,0015.33.3002
FLORESTA NACIONAL DE JACUNDÁ,Federal,ICMBio,Ativo,Floresta,0000.00.0097
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PICADA,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2999
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RILDO DE OLIVEIRA GOMES II,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2998
ESTAÇÃO ECOLÓGICA ESTADUAL DE GUAXINDIBA,Estadual,INEA,Ativo,Estação Ecológica,0000.33.1481
ÁREA DE PROTEÇÃO AMBIENTAL RIO DO COLÉGIO,Municipal,SDASF,Ativo,Área de Proteção Ambiental,0480.33.2912
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,Federal,ICMBio,Ativo,Área de Proteção Ambiental,0000.00.0029
MONUMENTO NATURAL MUNICIPAL DA SERRA DA BOLÍVIA,Municipal,SMA,Ativo,Monumento Natural,0015.33.2823
ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,Estadual,SEMA MT,Ativo,Área de Proteção Ambiental,0000.51.0461
MONUMENTO NATURAL MORRO DE SANTO ANTÔNIO,Estadual,SEMA MT,Ativo,Monumento Natural,0000.51.1920
MONUMENTO NATURAL MUNICIPAL DO PICO DO ITAGUARÉ,Municipal,SMMA,Ativo,Monumento Natural,1340.35.2840
ÁREA DE PROTEÇÃO AMBIENTAL MONTE URUBU,Municipal,SEMAN,Ativo,Área de Proteção Ambiental,0040.32.2957
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MADEIRAS,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.2676
PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO,Municipal,PMSBC-SGA,Ativo,Parque,4870.35.2955
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SIMONE,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2363
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OIUTREM,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2348
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BEI CANTONI,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2577
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BUGIO E COMPANHIA,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2350
RESERVA BIOLÓGICA DE PINHEIRO GROSSO,Municipal,PMB,Ativo,Reserva Biológica,0560.31.2953
PARQUE NATURAL MUNICIPAL FAZENDA SANTA CECÍLIA DO INGÁ,Municipal,PMVR,Ativo,Parque,0630.33.1568
RESERVA EXTRATIVISTA CHAPADA LIMPA,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.1564
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GROTA DO SOSSEGO,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2894
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NÊGA FULÔ,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2949
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA BRANCA,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2951
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CALDEIRÃO,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2950
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA DE GUAPIAÇU,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2899
RESERVA PARTICULAR DE PATRIMÔNIO NATURAL RANCHO LETTY,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2948
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO DO BUGIO,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2891
PARQUE ESTADUAL DOM OSÓRIO STOFFEL,Estadual,SEMA MT,Ativo,Parque,0000.51.0460
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL OLHO D'ÁGUA,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2358
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL YARA BRUNINI,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2353
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VOVÓ DINDINHA,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2351
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO CHAPADÃO,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2352
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DA FUMAÇA,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2579
FLORESTA NACIONAL DE PAU-ROSA,Federal,ICMBio,Ativo,Floresta,0000.00.0104
ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA VARGEM ALEGRE,Municipal,SAMADCES,Ativo,Área de Proteção Ambiental,2420.31.2941
PARQUE NATURAL MUNICIPAL MORRO DA PESCARIA,Municipal,SEMAG,Ativo,Parque,0240.32.2939
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MEU CANTINHO,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2934
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA BIANCA,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2932
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA LUKAVEC,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2931
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA BOHEMIA,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2930
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MARIANA,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2929
PARQUE NACIONAL DA SERRA DA CAPIVARA,Federal,ICMBio,Ativo,Parque,0000.00.0145
ÁREA DE PROTEÇÃO AMBIENTAL ILHAS E VÁRZEAS DO RIO PARANÁ,Federal,ICMBio,Ativo,Área de Proteção Ambiental,0000.00.0025
ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA GRANDE,Municipal,PMVV,Ativo,Área de Proteção Ambiental,0520.32.2920
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RIO FUNDO,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2918
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO CHAPADAO II,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2917
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREISLEBEN,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2916
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TOCA DA ONÇA,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2367
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PAU A PIQUE,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2366
MONUMENTO NATURAL MUNICIPAL MORRO DO PENEDO,Municipal,PMVV,Ativo,Monumento Natural,0520.32.2915
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DEBORA,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2357
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALTO DA SERRA,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2354
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MACACO BARBADO,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2365
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PASSOS,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2914
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTADUAL CÓRREGO CASCATA,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2361
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REMY LUIZ ALVES,Estadual,IEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.32.2362
ÁREA DE PROTEÇÃO AMBIENTAL MUNICÍPAL MANGUEZAL SUL DA SERRA,Municipal,SEMMA,Ativo,Área de Proteção Ambiental,0500.32.2728
PARQUE NACIONAL DAS EMAS,Federal,ICMBio,Ativo,Parque,0000.00.0155
"PARQUE NATURAL MUNICIPAL ""DOUTOR RUI CALAZANS DE ARAÚJO""",Municipal,DIAGRAM,Ativo,Parque,3560.35.2836
FLORESTA NACIONAL DE MACAUÃ,Federal,ICMBio,Ativo,Floresta,0000.00.0120
FLORESTA NACIONAL DO AMANÁ,Federal,ICMBio,Ativo,Floresta,0000.00.0271
ÁREA DE PROTEÇÃO AMBIENTAL ALTO TABOÃO,Municipal,SAMADCES,Ativo,Área de Proteção Ambiental,2420.31.2906
REFÚGIO DE VIDA SILVESTRE DO RIO DOS FRADES,Federal,ICMBio,Ativo,Refúgio de Vida Silvestre,0000.00.1813
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA RIO DO OURO,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2900
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA CLARA,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2898
MONUMENTO NATURAL DO RIO SÃO FRANCISCO,Federal,ICMBio,Ativo,Monumento Natural,0000.00.1812
ÁREA DE PROTEÇÃO AMBIENTAL PAISAGEM CARIOCA,Municipal,SMAC,Ativo,Área de Proteção Ambiental,0455.33.2903
ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO DO MARACANÃ,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.21.1893
ÁREA DE PROTEÇÃO AMBIENTAL DA FOZ DO RIO DAS PREGUIÇAS - PEQUENOS LENÇÓIS - REGIÃO LAGUNAR ADJACENTE,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.21.1889
ÁREA DE PROTEÇÃO AMBIENTAL DA BAIXADA MARANHENSE,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.21.1887
ÁREA DE PROTEÇÃO AMBIENTAL DAS REENTRÂNCIAS MARANHENSES,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.21.1885
ÁREA DE PROTEÇÃO AMBIENTAL DOS MORROS GARAPENSES,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.21.1892
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PALMEIRAS,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2893
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL TERRA DO SOL E DA LUA,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2892
PARQUE ESTADUAL DE MATA DAS FLORES,Estadual,IEMA,Ativo,Parque,0000.32.1833
ÁREA DE PROTEÇÃO AMBIENTAL DO ITAPIRACÓ,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.21.1890
RESERVA BIOLÓGICA DE DUAS BOCAS,Estadual,IEMA,Ativo,Reserva Biológica,0000.32.1667
RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.0248
RESERVA PARTICULAR DO PATRIMONIO NATURAL ESTADUAL RIO DA PRATA BUGIU,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.42.2876
PARQUE NACIONAL MARINHO DAS ILHAS DOS CURRAIS,Federal,ICMBio,Ativo,Parque,0000.00.2874
RPPN SITIO MANACA,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Reserva Particular do Patrimônio Natural,0000.35.2875
PARQUE ESTADUAL DAS FONTES DO IPIRANGA,Estadual,IB,Ativo,Parque,0000.35.2867
PARQUE ESTADUAL DO RIO DOCE,Estadual,IEF,Ativo,Parque,0000.31.0394
PARQUE NACIONAL DE JERICOACOARA,Federal,ICMBio,Ativo,Parque,0000.00.0162
ARÉA DE PROTEÇÃO AMBIENTAL DE RIBEIRÃOZINHO E ALCANTILADO DO RIO ARAGUAIA,Municipal,SAPF,Ativo,Área de Proteção Ambiental,0719.51.2851
PARQUE NATURAL MUNICIPAL DE JACARENEMA,Municipal,PMVV,Ativo,Parque,0520.32.2778
ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO PARAÍBA DO SUL,Federal,ICMBio,Ativo,Área de Proteção Ambiental,0000.00.1521
PARQUE NACIONAL DO PICO DA NEBLINA,Federal,ICMBio,Ativo,Parque,0000.00.0177
AREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENÇO DA SILVA,Municipal,SEAMA,Ativo,Área de Relevante Interesse Ecológico,0080.15.1960
AREA DE RELEVANTE INTERESSE ECOLOGICO MUSEU PARQUE SERINGAL,Municipal,SEAMA,Ativo,Área de Relevante Interesse Ecológico,0080.15.2663
RESERVA EXTRATIVISTA MARINHA DE SOURE,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.0254
PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA,Municipal,SGRNPPA,Ativo,Parque,4780.35.2857
PARQUE ESTADUAL SERRA DO SOBRADO,Estadual,IEF,Ativo,Parque,0000.31.2613
ÁREA DE PROTEÇÃO AMBIENTAL MUNICIPAL DO ARICÁ-AÇU,Municipal,SMAAF,Ativo,Área de Proteção Ambiental,0340.51.2832
PARQUE NATURAL MUNICIPAL DO CANCÃO,Municipal,PMSN,Ativo,Parque,0005.16.2855
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORUMBAU I,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2854
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA MESTRE BONINA,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2853
FLORESTA ESTADUAL DO UAIMII,Estadual,IEF,Ativo,Floresta,0000.31.0896
ÁREA DE PROTEÇÃO AMBIENTAL JUPIÁ,Municipal,SEMADS,Ativo,Área de Proteção Ambiental,0830.50.2846
ESTAÇÃO ECOLÓGICA DE CUNIÃ,Federal,ICMBio,Ativo,Estação Ecológica,0000.00.0053
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTA FÉ,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.2683
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JOSÉ ABDON MALTA MARQUES,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.2691
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JADER FERREIRA RAMOS,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.2690
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA,Estadual,IMA,Ativo,Reserva Particular do Patrimônio Natural,0000.27.2684
RESERVA BIOLÓGICA DO GUAPORÉ,Federal,ICMBio,Ativo,Reserva Biológica,0000.00.0206
REFUGIO DE VIDA SILVESTRE ESTADUAL DOS RIOS TIJUCO E DA PRATA,Estadual,IEF,Ativo,Refúgio de Vida Silvestre,0000.31.2620
PARQUE ESTADUAL DA FONTE GRANDE,Municipal,SEMMAM,Ativo,Parque,0530.32.2644
ESTAÇÃO ECOLÓGICA DO NOROESTE PAULISTA,Estadual,UNESP,Ativo,Estação Ecológica,0000.35.2672
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARAÍSO I,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2796
RPPN RESERVA DO DADINHO,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Reserva Particular do Patrimônio Natural,0000.35.2795
MONUMENTO NATURAL CANYONS E CORREDEIRAS DO RIO SONO,Municipal,PMSFT,Ativo,Monumento Natural,2015.17.2792
REFÚGIO DE VIDA SILVESTRE DO PINHÃO.,Estadual,IAP,Ativo,Refúgio de Vida Silvestre,0000.41.0533
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LOANDA,Estadual,SEMA MT,Ativo,Reserva Particular do Patrimônio Natural,0000.51.2790
PARQUE NATURAL MUNICIPAL ILHA DAS CAPIVARAS/SIBARA,Municipal,FAMAI,Ativo,Parque,0820.42.1866
PARQUE ESTADUAL CAMPOS ALTOS,Estadual,IEF,Ativo,Parque,0000.31.0889
RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPÉ,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.0245
PARQUE ESTADUAL DO SUMIDOURO,Estadual,IEF,Ativo,Parque,0000.31.0368
PARQUE ESTADUAL DO ITACOLOMI,Estadual,IEF,Ativo,Parque,0000.31.0413
PARQUE ESTADUAL DA SERRA DO CABRAL,Estadual,IEF,Ativo,Parque,0000.31.0890
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DR. CARLOS DE OLIVEIRA RAMOS,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2777
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOIS PEÕES,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2640
PARQUE NATURAL MUNICIPAL DA BIQUINHA,Municipal,PMPP,Ativo,Parque,4630.31.2710
ÁREA DE PROTEÇÃO AMBIENTAL DO IGUAÇÚ,Municipal,SMMA,Ativo,Área de Proteção Ambiental,0690.41.2746
PARQUE NATURAL MUNICIPAL DO JUQUERIQUERÊ,Municipal,SMAAP,Ativo,Parque,1050.35.2776
RESERVA BIOLÓGICA DE COMBOIOS,Federal,ICMBio,Ativo,Reserva Biológica,0000.00.0195
PARQUE ESTADUAL PICO DO JABRE,Estadual,SUDEMA,Ativo,Parque,0000.25.2336
FLORESTA NACIONAL DE ITACAIUNAS,Federal,ICMBio,Ativo,Floresta,0000.00.0117
ÁREA DE PROTEÇÃO AMBIENTAL JUCA VIEIRA,Municipal,SAAE,Ativo,Área de Proteção Ambiental,1000.31.2771
ÁREA DE PROTEÇÃO AMBIENTAL DESCOBERTO,Municipal,SAAE,Ativo,Área de Proteção Ambiental,1000.31.2768
ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS SERRA DA PIEDADE,Municipal,SAAE,Ativo,Área de Proteção Ambiental,1000.31.2767
ÁREA DE PROTEÇÃO AMBIENTAL RIBEIRO BONITO,Municipal,SAAE,Ativo,Área de Proteção Ambiental,1000.31.2766
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CORUMBAU,Estadual,INEMA,Ativo,Reserva Particular do Patrimônio Natural,0000.29.2763
ÁREA DE PROTEÇÃO AMBIENTAL PARQUE LINEAR DO BINDÁ,Municipal,SEMMAS,Ativo,Área de Proteção Ambiental,0260.13.2742
ÁREA DE PROTEÇÃO AMBIENTAL RONCADOR,Estadual,SUDEMA,Ativo,Área de Proteção Ambiental,0000.25.2309
ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DE GOIAMUNDUBA,Estadual,SUDEMA,Ativo,Área de Relevante Interesse Ecológico,0000.25.2330
PARQUE NACIONAL SERRA DAS CONFUSÕES,Federal,ICMBio,Ativo,Parque,0000.00.0146
AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA,Municipal,SEMMAS,Ativo,Área de Proteção Ambiental,0260.13.2738
PARQUE NACIONAL DOS CAMPOS GERAIS,Federal,ICMBio,Ativo,Parque,0000.00.0277
PARQUE NACIONAL DO ITATIAIA,Federal,ICMBio,Ativo,Parque,0000.00.0184
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MIOSÓTIS,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2733
ESTAÇÃO ECOLÓGICA MUNICIPAL ILHA DO LAMEIRÃO,Municipal,SEMMAM,Ativo,Estação Ecológica,0530.32.2647
MONUMENTO NATURAL VALE DOS DINOSSAUROS,Estadual,SUDEMA,Ativo,Monumento Natural,0000.25.0904
PARQUE NACIONAL DA SERRA DAS LONTRAS,Federal,ICMBio,Ativo,Parque,0000.00.1909
MONUMENTO NATURAL MUNICIPAL SERRA DA FERRUGEM,Municipal,SMMA - CMD,Ativo,Monumento Natural,1750.31.2731
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CHALÉ CLUB DO ALAMBARY,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2725
RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CARUARA,Estadual,INEA,Ativo,Reserva Particular do Patrimônio Natural,0000.33.2717
PARQUE NACIONAL VIRUÁ,Federal,ICMBio,Ativo,Parque,0000.00.0179
MONUMENTO NATURAL EXPERIÊNCIA DA JAGUARA,Estadual,IEF,Ativo,Monumento Natural,0000.31.2592
MONUMENTO NATURAL ESTADUAL VARGEM DA PEDRA,Estadual,IEF,Ativo,Monumento Natural,0000.31.2591
FLORESTA NACIONAL DE PURUS,Federal,ICMBio,Ativo,Floresta,0000.00.0121
FLORESTA NACIONAL DE MAPIÁ-INAUINÍ,Federal,ICMBio,Ativo,Floresta,0000.00.0126
RPPN SITIO KON TIKI,Estadual,FUNDAÇÃO FLORESTAL,Ativo,Reserva Particular do Patrimônio Natural,0000.35.2720
FLORESTA NACIONAL DE TRÊS BARRAS,Federal,ICMBio,Ativo,Floresta,0000.00.0134
ESTAÇÃO ECOLÓGICA DE ÁGUA LIMPA,Estadual,IEF,Ativo,Estação Ecológica,0000.31.0383
FLORESTA NACIONAL DE SANTA ROSA DO PURUS,Federal,ICMBio,Ativo,Floresta,0000.00.0107
PARQUE ESTADUAL SERRA DO BRIGADEIRO,Estadual,IEF,Ativo,Parque,0000.31.0385
PARQUE NACIONAL DE SETE CIDADES,Federal,ICMBio,Ativo,Parque,0000.00.0166
FLORESTA NACIONAL DE ITAITUBA I,Federal,ICMBio,Ativo,Floresta,0000.00.0095
ESTAÇÃO ECOLÓGICA MAR DE ESPANHA,Estadual,IEF,Ativo,Estação Ecológica,0000.31.0365
ÁREA DE PROTEÇÃO AMBIENTAL DO ALTO DO MUCURI,Estadual,IEF,Ativo,Área de Proteção Ambiental,0000.31.2612
RESERVA EXTRATIVISTA QUILOMBO DO FRECHAL,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.1520
ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.13.0995
ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA,Federal,ICMBio,Ativo,Área de Proteção Ambiental,0000.00.0015
PARQUE ESTADUAL DO POETA E REPENTISTA JUVENAL DE OLIVEIRA,Estadual,SUDEMA,Ativo,Parque,0000.25.2337
RESERVA EXTRATIVISTA ACAÚ-GOIANA,Federal,ICMBio,Ativo,Reserva Extrativista,0000.00.1563
PARQUE NACIONAL DAS ARAUCÁRIAS,Federal,ICMBio,Ativo,Parque,0000.00.0262
PARQUE NACIONAL DE APARADOS DA SERRA,Federal,ICMBio,Ativo,Parque,0000.00.0158
FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,Federal,ICMBio,Ativo,Floresta,0000.00.0081
ESTAÇÃO ECOLÓGICA DE AIUABA,Federal,ICMBio,Ativo,Estação Ecológica,0000.00.0048
REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS,Estadual,IEF,Ativo,Refúgio de Vida Silvestre,0000.31.1774
FLORESTA NACIONAL DE ANAUÁ,Federal,ICMBio,Ativo,Floresta,0000.00.0084
ESTAÇÃO ECOLÓGICA MATA DO CEDRO,Estadual,IEF,Ativo,Estação Ecológica,0000.31.0392
PARQUE ESTADUAL ALTO DO CARIRI,Estadual,IEF,Ativo,Parque,0000.31.1773
RESERVA BIOLÓGICA GUARIBAS,Federal,ICMBio,Ativo,Reserva Biológica,0000.00.0196
MONUMENTO NATURAL DOS PONTÕES CAPIXABAS,Federal,ICMBio,Ativo,Monumento Natural,0000.00.0181
PARQUE ESTADUAL MATA DO PAU FERRO,Estadual,SUDEMA,Ativo,Parque,0000.25.0901
PARQUE NACIONAL DA SERRA GERAL,Federal,ICMBio,Ativo,Parque,0000.00.0153
FLORESTA NACIONAL DE BOM FUTURO,Federal,ICMBio,Ativo,Floresta,0000.00.0116
ÁREA DE PROTEÇÃO AMBIENTAL DA BALEIA FRANCA,Federal,ICMBio,Ativo,Área de Proteção Ambiental,0000.00.0006
FLORESTA NACIONAL DE SÃO FRANCISCO DE PAULA,Federal,ICMBio,Ativo,Floresta,0000.00.0133
FLORESTA NACIONAL DE PASSO FUNDO,Federal,ICMBio,Ativo,Floresta,0000.00.0130
PARQUE NACIONAL DA TIJUCA,Federal,ICMBio,Ativo,Parque,0000.00.0154
REFUGIO DE VIDA SILVESTRE VEREDAS DO OESTE BAIANO,Federal,ICMBio,Ativo,Refúgio de Vida Silvestre,0000.00.0219
ÁREA DE PROTEÇÃO AMBIENTAL IBIRAPUITÃ,Federal,ICMBio,Ativo,Área de Proteção Ambiental,0000.00.0021
ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.13.0996
ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES,Estadual,SEMA,Ativo,Área de Proteção Ambiental,0000.13.0994
